STT,Từ khóa,Mã loại,Tên loại,Danh_sach_tu_khoa,Danh_sach_tu_khoa_chuan,Text_TFIDF
195,"shipper, đơn hàng, yêu cầu, chuyển tiền, nhận hàng, chuyển nhầm, số tài khoản, yêu cầu, chuyển tiền, tài khoản, lấy lại, tiền, chuyển, link, đăng nhập, ứng dụng, ngân hàng, hướng dẫn, hoàn tiền",7,Giả mạo người giao hàng,"[""shipper"", ""đơn_hàng"", ""yêu_cầu"", ""nhận_hàng"", ""chuyển_nhầm"", ""số_tài_khoản"", ""yêu_cầu"", ""lấy_lại"", ""chuyển"", ""đăng_nhập"", ""ứng_dụng"", ""ngân_hàng"", ""hướng_dẫn"", ""hoàn_tiền""]","[""shipper"", ""đơn_hàng"", ""yêu_cầu"", ""nhận_hàng"", ""chuyển_nhầm"", ""số"", ""tài_khoản"", ""lấy_lại"", ""chuyển"", ""đăng_nhập"", ""ứng_dụng"", ""ngân_hàng"", ""hướng_dẫn"", ""hoàn_tiền""]",shipper đơn_hàng yêu_cầu nhận_hàng chuyển_nhầm số tài_khoản lấy_lại chuyển đăng_nhập ứng_dụng ngân_hàng hướng_dẫn hoàn_tiền
196,"bộ phận giao hàng, giao hàng, đơn hàng, COD, không giao được, yêu cầu, hỗ trợ, phí, đổi shipper, shipper, hướng dẫn, thanh toán, chuyển tiền, gửi nhầm, mã, QR, trung tâm, vận chuyển, quản lý, tháng, xác nhận, thông tin",7,Giả mạo người giao hàng,"[""bộ_phận_giao_hàng"", ""giao_hàng"", ""đơn_hàng"", ""cod"", ""không_giao_được"", ""yêu_cầu"", ""hỗ_trợ"", ""phí"", ""đổi_shipper"", ""shipper"", ""hướng_dẫn"", ""thanh_toán"", ""gửi_nhầm"", ""mã"", ""qr"", ""trung_tâm"", ""vận_chuyển"", ""quản_lý"", ""tháng"", ""xác_nhận"", ""thông_tin""]","[""bộ_phận"", ""giao"", ""hàng"", ""giao_hàng"", ""đơn_hàng"", ""cod"", ""không_giao_được"", ""yêu_cầu"", ""hỗ_trợ"", ""phí"", ""đổi_shipper"", ""shipper"", ""hướng_dẫn"", ""thanh_toán"", ""gửi_nhầm"", ""mã"", ""qr"", ""trung_tâm"", ""vận_chuyển"", ""quản_lý"", ""tháng"", ""xác_nhận"", ""thông_tin""]",bộ_phận giao hàng giao_hàng đơn_hàng cod không_giao_được yêu_cầu hỗ_trợ phí đổi_shipper shipper hướng_dẫn thanh_toán gửi_nhầm mã qr trung_tâm vận_chuyển quản_lý tháng xác_nhận thông_tin
197,"shipper, chuyển tiền, chuyển, chuyển nhầm, tài khoản, hội viên, hệ thống, đăng ký, gói, tháng, link, hủy, yêu cầu, thông tin, mật khẩu, ngân hàng, OTP",7,Giả mạo người giao hàng,"[""shipper"", ""chuyển"", ""chuyển_nhầm"", ""hội_viên"", ""hệ_thống"", ""đăng_ký"", ""gói"", ""tháng"", ""hủy"", ""yêu_cầu"", ""thông_tin"", ""mật_khẩu"", ""ngân_hàng"", ""otp""]","[""shipper"", ""chuyển"", ""chuyển_nhầm"", ""hội_viên"", ""hệ_thống"", ""đăng_ký"", ""gói"", ""tháng"", ""hủy"", ""yêu_cầu"", ""thông_tin"", ""mật_khẩu"", ""ngân_hàng"", ""mã_otp""]",shipper chuyển chuyển_nhầm hội_viên hệ_thống đăng_ký gói tháng hủy yêu_cầu thông_tin mật_khẩu ngân_hàng mã_otp
198,"nhân viên giao hàng, giao hàng, shipper, công ty, phút, hỗ trợ, nhanh, cần hàng gấp, link, tải app, theo dõi, đơn hàng, xác nhận, hệ thống, yêu cầu, chuyển, số tài khoản, cá nhân, không có thời gian, niêm phong, bận, không tiện, chuyển tiền",7,Giả mạo người giao hàng,"[""nhân_viên_giao_hàng"", ""giao_hàng"", ""shipper"", ""công_ty"", ""phút"", ""hỗ_trợ"", ""nhanh"", ""cần_hàng_gấp"", ""tải_app"", ""theo_dõi"", ""đơn_hàng"", ""xác_nhận"", ""hệ_thống"", ""yêu_cầu"", ""chuyển"", ""số_tài_khoản"", ""cá_nhân"", ""không_có_thời_gian"", ""niêm_phong"", ""bận"", ""không_tiện""]","[""nhân_viên"", ""giao"", ""hàng"", ""giao_hàng"", ""shipper"", ""công_ty"", ""phút"", ""hỗ_trợ"", ""nhanh"", ""cần_hàng_gấp"", ""cài_app"", ""theo_dõi"", ""đơn_hàng"", ""xác_nhận"", ""hệ_thống"", ""yêu_cầu"", ""chuyển"", ""số"", ""tài_khoản"", ""cá_nhân"", ""không"", ""có"", ""thời_gian"", ""niêm_phong"", ""bận"", ""không_tiện""]",nhân_viên giao hàng giao_hàng shipper công_ty phút hỗ_trợ nhanh cần_hàng_gấp cài_app theo_dõi đơn_hàng xác_nhận hệ_thống yêu_cầu chuyển số tài_khoản cá_nhân không có thời_gian niêm_phong bận không_tiện
199,"shipper, chi cục thuế, hồ sơ, hành chính, thất lạc, tháng, tìm lại, giao gấp, không nhận, chuyển hoàn, phí, treo lệnh, không hợp tác, cập nhật, thông tin, cư trú, địa chỉ, thuế, đăng ký, công ty, dấu đỏ, không được phép, SMS, mã, QR, thanh toán, giao, quét mã, đăng nhập, ngân hàng, nhập, OTP, định danh, tài khoản, quy định, cơ quan, làm ngay, phức tạp",7,Giả mạo người giao hàng,"[""shipper"", ""chi_cục_thuế"", ""hành_chính"", ""thất_lạc"", ""tháng"", ""tìm_lại"", ""giao_gấp"", ""không_nhận"", ""chuyển_hoàn"", ""phí"", ""treo_lệnh"", ""không_hợp_tác"", ""cập_nhật"", ""thông_tin"", ""cư_trú"", ""địa_chỉ"", ""thuế"", ""đăng_ký"", ""công_ty"", ""dấu_đỏ"", ""không_được_phép"", ""sms"", ""mã"", ""qr"", ""thanh_toán"", ""giao"", ""quét_mã"", ""đăng_nhập"", ""ngân_hàng"", ""nhập"", ""otp"", ""định_danh"", ""quy_định"", ""cơ_quan"", ""làm_ngay"", ""phức_tạp""]","[""shipper"", ""chi_cục"", ""thuế"", ""hành_chính"", ""thất_lạc"", ""tháng"", ""tìm_lại"", ""giao_gấp"", ""không_nhận"", ""chuyển_hoàn"", ""phí"", ""treo_lệnh"", ""không"", ""hợp_tác"", ""cập_nhật"", ""thông_tin"", ""cư_trú"", ""địa_chỉ"", ""đăng_ký"", ""công_ty"", ""dấu_đỏ"", ""không_được_phép"", ""sms"", ""mã"", ""qr"", ""thanh_toán"", ""giao"", ""quét_mã"", ""đăng_nhập"", ""ngân_hàng"", ""nhập"", ""mã_otp"", ""định_danh"", ""quy_định"", ""cơ_quan"", ""làm_ngay"", ""phức_tạp""]",shipper chi_cục thuế hành_chính thất_lạc tháng tìm_lại giao_gấp không_nhận chuyển_hoàn phí treo_lệnh không hợp_tác cập_nhật thông_tin cư_trú địa_chỉ đăng_ký công_ty dấu_đỏ không_được_phép sms mã qr thanh_toán giao quét_mã đăng_nhập ngân_hàng nhập mã_otp định_danh quy_định cơ_quan làm_ngay phức_tạp
200,"shipper, bưu cục, thư, quan trọng, trực tiếp, UBND, đóng phí, phí, chuyển tiền, ship, tận nơi, chuyển tiền, bị trừ, tự động, gửi nhầm, số tài khoản, tháng, xác minh, rút, ngân hàng",7,Giả mạo người giao hàng,"[""shipper"", ""bưu_cục"", ""thư"", ""quan_trọng"", ""trực_tiếp"", ""ubnd"", ""đóng_phí"", ""phí"", ""ship"", ""tận_nơi"", ""bị_trừ"", ""tự_động"", ""gửi_nhầm"", ""số_tài_khoản"", ""tháng"", ""rút"", ""ngân_hàng""]","[""shipper"", ""bưu_cục"", ""thư"", ""quan_trọng"", ""trực_tiếp"", ""ubnd"", ""đóng_phí"", ""phí"", ""ship"", ""tận_nơi"", ""bị_trừ"", ""tự_động"", ""gửi_nhầm"", ""số"", ""tài_khoản"", ""tháng"", ""rút"", ""ngân_hàng""]",shipper bưu_cục thư quan_trọng trực_tiếp ubnd đóng_phí phí ship tận_nơi bị_trừ tự_động gửi_nhầm số tài_khoản tháng rút ngân_hàng
201,"shipper, giao hàng, đơn hàng, 0 đồng, xác nhận, tên, số điện thoại, địa chỉ, yêu cầu, kết nối, messenger, zalo, tham gia, gọi video, quản lý, tiền, hướng dẫn, truy cập, link, mã, xác thực, app, ngân hàng, chuyển tiền, quét khuôn mặt, tài khoản, bị trừ, phí, tháng, quyền, nhận hàng, cung cấp, thông tin, xác minh",7,Giả mạo người giao hàng,"[""shipper"", ""giao_hàng"", ""đơn_hàng"", ""0_đồng"", ""xác_nhận"", ""tên"", ""số_điện_thoại"", ""địa_chỉ"", ""yêu_cầu"", ""kết_nối"", ""messenger"", ""zalo"", ""tham_gia"", ""gọi_video"", ""quản_lý"", ""hướng_dẫn"", ""truy_cập"", ""mã"", ""xác_thực"", ""app"", ""ngân_hàng"", ""quét_khuôn_mặt"", ""bị_trừ"", ""phí"", ""tháng"", ""quyền"", ""nhận_hàng"", ""cung_cấp"", ""thông_tin""]","[""shipper"", ""giao_hàng"", ""đơn_hàng"", ""0_đồng"", ""xác_nhận"", ""tên"", ""số"", ""điện_thoại"", ""địa_chỉ"", ""yêu_cầu"", ""kết_nối"", ""messenger"", ""zalo"", ""tham_gia"", ""gọi_video"", ""quản_lý"", ""hướng_dẫn"", ""truy_cập"", ""mã"", ""xác_thực"", ""ứng_dụng"", ""ngân_hàng"", ""quét"", ""khuôn_mặt"", ""bị_trừ"", ""phí"", ""tháng"", ""quyền"", ""nhận_hàng"", ""cung_cấp"", ""thông_tin""]",shipper giao_hàng đơn_hàng 0_đồng xác_nhận tên số điện_thoại địa_chỉ yêu_cầu kết_nối messenger zalo tham_gia gọi_video quản_lý hướng_dẫn truy_cập mã xác_thực ứng_dụng ngân_hàng quét khuôn_mặt bị_trừ phí tháng quyền nhận_hàng cung_cấp thông_tin
202,"thông tin, gia đình, theo dõi, hại vợ con, chuyển khoản, một trăm triệu, giám sát, hậu quả nặng nề, bí mật tiết lộ, danh dự phá hủy, không lối thoát, hợp tác ngay, cuối cùng, chuyển tiền ngay, chịu khổ, quyết định thông minh, an toàn gia đình, không kiên nhẫn, báo cảnh sát vô ích",6,Lừa đảo đe dọa,"[""thông_tin"", ""gia_đình"", ""theo_dõi"", ""hại_vợ_con"", ""chuyển_khoản"", ""một_trăm_triệu"", ""giám_sát"", ""hậu_quả_nặng_nề"", ""bí_mật_tiết_lộ"", ""danh_dự_phá_hủy"", ""không_lối_thoát"", ""hợp_tác_ngay"", ""cuối_cùng"", ""chuyển_tiền_ngay"", ""chịu_khổ"", ""quyết_định_thông_minh"", ""an_toàn_gia_đình"", ""không_kiên_nhẫn"", ""báo_cảnh_sát_vô_ích""]","[""thông_tin"", ""gia_đình"", ""theo_dõi"", ""hại"", ""vợ_con"", ""chuyển_khoản"", ""một_trăm_triệu"", ""giám_sát"", ""hậu_quả"", ""nặng_nề"", ""bí_mật"", ""tiết_lộ"", ""danh_dự"", ""phá_hủy"", ""không"", ""lối_thoát"", ""hợp_tác"", ""ngay"", ""cuối_cùng"", ""chịu_khổ"", ""quyết_định"", ""thông_minh"", ""an_toàn"", ""kiên_nhẫn"", ""báo"", ""cảnh_sát"", ""vô_ích""]",thông_tin gia_đình theo_dõi hại vợ_con chuyển_khoản một_trăm_triệu giám_sát hậu_quả nặng_nề bí_mật tiết_lộ danh_dự phá_hủy không lối_thoát hợp_tác ngay cuối_cùng chịu_khổ quyết_định thông_minh an_toàn kiên_nhẫn báo cảnh_sát vô_ích
203,"vi phạm, pháp luật, hồ sơ, điều tra, phong toả, tài khoản, cưỡng chế, triệu tập, xử lý, biện pháp, hậu quả, thời gian, khẩn cấp, ngay lập tức, giữ bí mật, hợp tác, hỗ trợ, xác minh, nghi vấn, danh sách, chứng minh, thông tin, cá nhân, chuyển khoản, tạm giữ, nguồn tiền, hợp pháp, tài sản, rủi ro, áp lực",6,Lừa đảo đe dọa,"[""vi_phạm"", ""pháp_luật"", ""điều_tra"", ""phong_toả"", ""cưỡng_chế"", ""triệu_tập"", ""xử_lý"", ""biện_pháp"", ""hậu_quả"", ""thời_gian"", ""khẩn_cấp"", ""ngay_lập_tức"", ""giữ_bí_mật"", ""hợp_tác"", ""hỗ_trợ"", ""nghi_vấn"", ""danh_sách"", ""chứng_minh"", ""thông_tin"", ""cá_nhân"", ""chuyển_khoản"", ""tạm_giữ"", ""nguồn_tiền"", ""hợp_pháp"", ""tài_sản"", ""rủi_ro"", ""áp_lực""]","[""vi_phạm"", ""pháp_luật"", ""điều_tra"", ""phong_tỏa"", ""cưỡng_chế"", ""triệu_tập"", ""xử_lý"", ""biện_pháp"", ""hậu_quả"", ""thời_gian"", ""khẩn_cấp"", ""ngay"", ""lập_tức"", ""giữ"", ""bí_mật"", ""hợp_tác"", ""hỗ_trợ"", ""nghi_vấn"", ""danh_sách"", ""chứng_minh"", ""thông_tin"", ""cá_nhân"", ""chuyển_khoản"", ""tạm_giữ"", ""nguồn_tiền"", ""hợp_pháp"", ""tài_sản"", ""rủi_ro"", ""áp_lực""]",vi_phạm pháp_luật điều_tra phong_tỏa cưỡng_chế triệu_tập xử_lý biện_pháp hậu_quả thời_gian khẩn_cấp ngay lập_tức giữ bí_mật hợp_tác hỗ_trợ nghi_vấn danh_sách chứng_minh thông_tin cá_nhân chuyển_khoản tạm_giữ nguồn_tiền hợp_pháp tài_sản rủi_ro áp_lực
204,"bản quyền, vi phạm, nội dung, sở hữu, trí tuệ, cảnh báo, xử lý, chế tài, khoá tài khoản, phạt hành chính, uy tín, tín nhiệm, dữ liệu, xác thực, truy cập, phí xử lý, công khai, thương mại, rủi ro, hậu quả, quy trình, kích hoạt, thời hạn, can thiệp, vô hiệu hóa",6,Lừa đảo đe dọa,"[""bản_quyền"", ""vi_phạm"", ""nội_dung"", ""sở_hữu"", ""trí_tuệ"", ""cảnh_báo"", ""xử_lý"", ""chế_tài"", ""khoá_tài_khoản"", ""phạt_hành_chính"", ""uy_tín"", ""tín_nhiệm"", ""dữ_liệu"", ""xác_thực"", ""truy_cập"", ""phí_xử_lý"", ""công_khai"", ""thương_mại"", ""rủi_ro"", ""hậu_quả"", ""quy_trình"", ""kích_hoạt"", ""thời_hạn"", ""can_thiệp"", ""vô_hiệu_hóa""]","[""bản_quyền"", ""vi_phạm"", ""nội_dung"", ""sở_hữu"", ""trí_tuệ"", ""cảnh_báo"", ""xử_lý"", ""chế_tài"", ""khoá"", ""tài_khoản"", ""phạt"", ""hành_chính"", ""uy_tín"", ""tín_nhiệm"", ""dữ_liệu"", ""xác_thực"", ""truy_cập"", ""phí"", ""công_khai"", ""thương_mại"", ""rủi_ro"", ""hậu_quả"", ""quy_trình"", ""kích_hoạt"", ""thời_hạn"", ""can_thiệp"", ""vô_hiệu_hóa""]",bản_quyền vi_phạm nội_dung sở_hữu trí_tuệ cảnh_báo xử_lý chế_tài khoá tài_khoản phạt hành_chính uy_tín tín_nhiệm dữ_liệu xác_thực truy_cập phí công_khai thương_mại rủi_ro hậu_quả quy_trình kích_hoạt thời_hạn can_thiệp vô_hiệu_hóa
205,"nghĩa vụ, thuế, kê khai, thu nhập, sai phạm, thanh tra, truy thu, xử phạt, bổ sung, cưỡng chế, phong toả, tài sản, giải trình, nghi vấn, thiện chí, rà soát, thời hạn, hồ sơ, vi phạm, danh sách, theo dõi, rủi ro, tài chính, hậu quả, quy trình, cập nhật, can thiệp",6,Lừa đảo đe dọa,"[""nghĩa_vụ"", ""thuế"", ""kê_khai"", ""thu_nhập"", ""sai_phạm"", ""thanh_tra"", ""truy_thu"", ""xử_phạt"", ""bổ_sung"", ""cưỡng_chế"", ""phong_toả"", ""tài_sản"", ""giải_trình"", ""nghi_vấn"", ""thiện_chí"", ""rà_soát"", ""thời_hạn"", ""vi_phạm"", ""danh_sách"", ""theo_dõi"", ""rủi_ro"", ""tài_chính"", ""hậu_quả"", ""quy_trình"", ""cập_nhật"", ""can_thiệp""]","[""nghĩa_vụ"", ""thuế"", ""kê_khai"", ""thu_nhập"", ""sai_phạm"", ""thanh_tra"", ""truy_thu"", ""xử_phạt"", ""bổ_sung"", ""cưỡng_chế"", ""phong_tỏa"", ""tài_sản"", ""giải_trình"", ""nghi_vấn"", ""thiện_chí"", ""rà_soát"", ""thời_hạn"", ""vi_phạm"", ""danh_sách"", ""theo_dõi"", ""rủi_ro"", ""tài_chính"", ""hậu_quả"", ""quy_trình"", ""cập_nhật"", ""can_thiệp""]",nghĩa_vụ thuế kê_khai thu_nhập sai_phạm thanh_tra truy_thu xử_phạt bổ_sung cưỡng_chế phong_tỏa tài_sản giải_trình nghi_vấn thiện_chí rà_soát thời_hạn vi_phạm danh_sách theo_dõi rủi_ro tài_chính hậu_quả quy_trình cập_nhật can_thiệp
206,"hợp đồng, điều khoản, vi phạm, cam kết, bồi thường, tranh chấp, pháp lý, nợ xấu, tín nhiệm, gia hạn, thanh toán, công nợ, thu hồi, thời hạn, hồ sơ, xử lý, kích hoạt, cập nhật, nghĩa vụ, tài chính, rủi ro, hậu quả, phí phạt, lưu trữ, dữ liệu, trách nhiệm",6,Lừa đảo đe dọa,"[""hợp_đồng"", ""điều_khoản"", ""vi_phạm"", ""cam_kết"", ""bồi_thường"", ""tranh_chấp"", ""pháp_lý"", ""nợ_xấu"", ""tín_nhiệm"", ""gia_hạn"", ""thanh_toán"", ""công_nợ"", ""thu_hồi"", ""thời_hạn"", ""xử_lý"", ""kích_hoạt"", ""cập_nhật"", ""nghĩa_vụ"", ""tài_chính"", ""rủi_ro"", ""hậu_quả"", ""phí_phạt"", ""lưu_trữ"", ""dữ_liệu"", ""trách_nhiệm""]","[""hợp_đồng"", ""điều_khoản"", ""vi_phạm"", ""cam_kết"", ""bồi_thường"", ""tranh_chấp"", ""pháp_lý"", ""nợ_xấu"", ""tín_nhiệm"", ""gia_hạn"", ""thanh_toán"", ""công_nợ"", ""thu_hồi"", ""thời_hạn"", ""xử_lý"", ""kích_hoạt"", ""cập_nhật"", ""nghĩa_vụ"", ""tài_chính"", ""rủi_ro"", ""hậu_quả"", ""phí_phạt"", ""lưu_trữ"", ""dữ_liệu"", ""trách_nhiệm""]",hợp_đồng điều_khoản vi_phạm cam_kết bồi_thường tranh_chấp pháp_lý nợ_xấu tín_nhiệm gia_hạn thanh_toán công_nợ thu_hồi thời_hạn xử_lý kích_hoạt cập_nhật nghĩa_vụ tài_chính rủi_ro hậu_quả phí_phạt lưu_trữ dữ_liệu trách_nhiệm
207,"cư trú, tạm trú, khai báo, cập nhật, sai lệch, vi phạm, xử phạt, hành chính, hồ sơ, giám sát, kiểm tra, cơ sở dữ liệu, quản lý dân cư, thời hạn, trạng thái, xác minh, nội bộ, quy trình, pháp lý, hậu quả, chậm trễ, chuyển khoản, xử lý, trách nhiệm",6,Lừa đảo đe dọa,"[""cư_trú"", ""tạm_trú"", ""khai_báo"", ""cập_nhật"", ""sai_lệch"", ""vi_phạm"", ""xử_phạt"", ""hành_chính"", ""giám_sát"", ""kiểm_tra"", ""cơ_sở_dữ_liệu"", ""quản_lý_dân_cư"", ""thời_hạn"", ""trạng_thái"", ""nội_bộ"", ""quy_trình"", ""pháp_lý"", ""hậu_quả"", ""chậm_trễ"", ""chuyển_khoản"", ""xử_lý"", ""trách_nhiệm""]","[""cư_trú"", ""tạm_trú"", ""khai_báo"", ""cập_nhật"", ""sai_lệch"", ""vi_phạm"", ""xử_phạt"", ""hành_chính"", ""giám_sát"", ""kiểm_tra"", ""cơ_sở"", ""dữ_liệu"", ""quản_lý"", ""dân_cư"", ""thời_hạn"", ""trạng_thái"", ""nội_bộ"", ""quy_trình"", ""pháp_lý"", ""hậu_quả"", ""chậm_trễ"", ""chuyển_khoản"", ""xử_lý"", ""trách_nhiệm""]",cư_trú tạm_trú khai_báo cập_nhật sai_lệch vi_phạm xử_phạt hành_chính giám_sát kiểm_tra cơ_sở dữ_liệu quản_lý dân_cư thời_hạn trạng_thái nội_bộ quy_trình pháp_lý hậu_quả chậm_trễ chuyển_khoản xử_lý trách_nhiệm
208,"rò rỉ, dữ liệu, bảo mật, vi phạm, xác minh, truy cập, nhật ký, thiết bị, trách nhiệm, xử phạt, hạn chế, điều tra, hồ sơ, nội bộ, chế tài, thời hạn, cập nhật, trạng thái, rủi ro, pháp lý, nghiêm trọng, sự cố, quyền truy cập, tài khoản, hợp tác",6,Lừa đảo đe dọa,"[""rò_rỉ"", ""dữ_liệu"", ""bảo_mật"", ""vi_phạm"", ""truy_cập"", ""nhật_ký"", ""thiết_bị"", ""trách_nhiệm"", ""xử_phạt"", ""hạn_chế"", ""điều_tra"", ""nội_bộ"", ""chế_tài"", ""thời_hạn"", ""cập_nhật"", ""trạng_thái"", ""rủi_ro"", ""pháp_lý"", ""nghiêm_trọng"", ""sự_cố"", ""quyền_truy_cập"", ""hợp_tác""]","[""rò_rỉ"", ""dữ_liệu"", ""bảo_mật"", ""vi_phạm"", ""truy_cập"", ""nhật_ký"", ""thiết_bị"", ""trách_nhiệm"", ""xử_phạt"", ""hạn_chế"", ""điều_tra"", ""nội_bộ"", ""chế_tài"", ""thời_hạn"", ""cập_nhật"", ""trạng_thái"", ""rủi_ro"", ""pháp_lý"", ""nghiêm_trọng"", ""sự_cố"", ""quyền"", ""hợp_tác""]",rò_rỉ dữ_liệu bảo_mật vi_phạm truy_cập nhật_ký thiết_bị trách_nhiệm xử_phạt hạn_chế điều_tra nội_bộ chế_tài thời_hạn cập_nhật trạng_thái rủi_ro pháp_lý nghiêm_trọng sự_cố quyền hợp_tác
209,"chứng chỉ, gian lận, quy chế, giám sát, thu hồi, cấm thi, giải trình, xác thực, rà soát, công bố, uy tín, học thuật, hồ sơ, vi phạm, xử lý, thời hạn, cập nhật, trạng thái, quyền lợi, hội đồng, đánh giá, lưu trữ, hệ thống, hậu quả, can thiệp",6,Lừa đảo đe dọa,"[""chứng_chỉ"", ""gian_lận"", ""quy_chế"", ""giám_sát"", ""thu_hồi"", ""cấm_thi"", ""giải_trình"", ""xác_thực"", ""rà_soát"", ""công_bố"", ""uy_tín"", ""học_thuật"", ""vi_phạm"", ""xử_lý"", ""thời_hạn"", ""cập_nhật"", ""trạng_thái"", ""quyền_lợi"", ""hội_đồng"", ""đánh_giá"", ""lưu_trữ"", ""hệ_thống"", ""hậu_quả"", ""can_thiệp""]","[""chứng_chỉ"", ""gian_lận"", ""quy_chế"", ""giám_sát"", ""thu_hồi"", ""cấm_thi"", ""giải_trình"", ""xác_thực"", ""rà_soát"", ""công_bố"", ""uy_tín"", ""học_thuật"", ""vi_phạm"", ""xử_lý"", ""thời_hạn"", ""cập_nhật"", ""trạng_thái"", ""quyền_lợi"", ""hội_đồng"", ""đánh_giá"", ""lưu_trữ"", ""hệ_thống"", ""hậu_quả"", ""can_thiệp""]",chứng_chỉ gian_lận quy_chế giám_sát thu_hồi cấm_thi giải_trình xác_thực rà_soát công_bố uy_tín học_thuật vi_phạm xử_lý thời_hạn cập_nhật trạng_thái quyền_lợi hội_đồng đánh_giá lưu_trữ hệ_thống hậu_quả can_thiệp
